Region,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,Month,Year
Minnesota,3304,1337,4,16,1947,aug,2019
Missouri,1710,965,86,20,639,aug,2019
Nebraska,798,418,10,10,360,aug,2019
North Dakota,335,243,2,0,90,aug,2019
South Dakota,427,269,6,3,149,aug,2019
South,66758,44410,798,542,21008,aug,2019
South Atlantic,35128,23949,300,282,10597,aug,2019
Delaware,512,456,24,11,21,aug,2019
District of Columbia,384,6,2,0,376,aug,2019
Florida,15187,9222,174,76,5715,aug,2019
Georgia,4342,3650,40,30,622,aug,2019
Maryland,1289,963,10,0,316,aug,2019
North Carolina,6209,4571,26,89,1523,aug,2019
South Carolina,3187,2781,22,3,381,aug,2019
Virginia,3703,2064,2,49,1588,aug,2019
West Virginia,315,236,0,24,55,aug,2019
East South Central D,7360,5613,76,79,1592,aug,2019
Alabama,1470,1276,10,3,181,aug,2019
Kentucky,1303,779,22,14,488,aug,2019
Mississippi,644,614,2,3,25,aug,2019
Tennessee,3943,2944,42,59,898,aug,2019
West South Central D,24270,14848,422,181,8819,aug,2019
Arkansas,2195,649,98,70,1378,aug,2019
Louisiana,1497,1381,38,6,72,aug,2019
Oklahoma,1173,886,20,22,245,aug,2019
Texas,19405,11932,266,83,7124,aug,2019
West,29546,18800,722,534,9490,aug,2019
Mountain,14158,10292,234,279,3353,aug,2019
Arizona,4027,2988,100,55,884,aug,2019
Colorado,3161,2758,30,18,355,aug,2019
Idaho,1747,1072,28,40,607,aug,2019
Montana,347,235,22,57,33,aug,2019
Nevada,1404,958,6,34,406,aug,2019
New Mexico,468,455,0,3,10,aug,2019
Utah,2821,1667,44,66,1044,aug,2019
Wyoming,183,159,4,6,14,aug,2019
Pacific,15388,8508,488,255,6137,aug,2019
Alaska,186,116,10,15,45,aug,2019
California,8843,4977,236,160,3470,aug,2019
Hawaii,307,265,0,0,42,aug,2019
Oregon,1919,961,36,7,915,aug,2019
Washington,4133,2189,206,73,1665,aug,2019
United States,131729,79757,2444,1803,47725,oct,2019
Northeast,12934,4631,430,450,7423,oct,2019
New England,3269,1390,168,53,1658,oct,2019
Connecticut,1136,196,2,8,930,oct,2019
Maine,439,312,64,3,60,oct,2019
Massachusetts,1195,564,58,35,538,oct,2019
New Hampshire,252,169,12,0,71,oct,2019
Rhode Island,102,89,8,0,5,oct,2019
Vermont,145,60,24,7,54,oct,2019
Middle Atlantic,9665,3241,262,397,5765,oct,2019
New Jersey,3786,1070,86,120,2510,oct,2019
New York,3976,777,120,87,2992,oct,2019
Pennsylvania,1903,1394,56,190,263,oct,2019
Midwest,19085,11929,416,260,6480,oct,2019
East North Central D,9637,6880,224,193,2340,oct,2019
Illinois,1746,899,78,78,691,oct,2019
Indiana,1960,1518,32,6,404,oct,2019
Michigan,2298,1610,26,39,623,oct,2019
Ohio,1870,1568,18,67,217,oct,2019
Wisconsin,1763,1285,70,3,405,oct,2019
West North Central D,9448,5049,192,67,4140,oct,2019
Iowa,1699,1014,16,8,661,oct,2019
Kansas,893,469,50,9,365,oct,2019
Minnesota,3547,1522,14,0,2011,oct,2019
Missouri,1808,1004,62,32,710,oct,2019
Nebraska,610,479,10,7,114,oct,2019
North Dakota,203,171,32,0,0,oct,2019
South Dakota,688,390,8,11,279,oct,2019
South,67102,44328,1044,582,21148,oct,2019
South Atlantic,35615,24001,422,249,10943,oct,2019
Delaware,519,456,20,7,36,oct,2019
District of Columbia,773,13,0,0,760,oct,2019
Florida,15381,9667,236,151,5327,oct,2019
Georgia,5876,3878,66,18,1914,oct,2019
Maryland,1522,910,2,14,596,oct,2019
North Carolina,6325,4470,24,28,1803,oct,2019
South Carolina,3044,2788,32,4,220,oct,2019
Virginia,1933,1636,38,27,232,oct,2019
West Virginia,242,183,4,0,55,oct,2019
East South Central D,8114,5601,112,79,2322,oct,2019
Alabama,1403,1222,4,40,137,oct,2019
Kentucky,1265,774,20,10,461,oct,2019
Mississippi,668,620,12,11,25,oct,2019
Tennessee,4778,2985,76,18,1699,oct,2019
West South Central D,23373,14726,510,254,7883,oct,2019
Arkansas,951,738,50,44,119,oct,2019
Louisiana,1489,1259,50,10,170,oct,2019
Oklahoma,1072,964,66,8,34,oct,2019
Texas,19861,11765,344,192,7560,oct,2019
West,32608,18869,554,511,12674,oct,2019
Mountain,15457,10183,112,269,4893,oct,2019
Arizona,4032,3138,50,13,831,oct,2019
Colorado,4219,2431,2,75,1711,oct,2019
Idaho,1610,1081,12,51,466,oct,2019
Montana,268,170,18,37,43,oct,2019
Nevada,1699,1083,4,44,568,oct,2019
New Mexico,598,432,0,3,163,oct,2019
Utah,2869,1702,18,38,1111,oct,2019
Wyoming,162,146,8,8,0,oct,2019
Pacific,17151,8686,442,242,7781,oct,2019
Alaska,130,105,4,4,17,oct,2019
California,10176,5328,318,146,4384,oct,2019
Hawaii,672,259,0,0,413,oct,2019
Oregon,2405,919,22,8,1456,oct,2019
Washington,3768,2075,98,84,1511,oct,2019
United States,114920,70661,1720,1337,41202,sep,2019
Northeast,10243,4089,308,315,5531,sep,2019
New England,2205,1263,110,94,738,sep,2019
Connecticut,478,189,20,40,229,sep,2019
Maine,360,288,20,3,49,sep,2019
Massachusetts,869,438,44,16,371,sep,2019
New Hampshire,252,178,18,0,56,sep,2019
Rhode Island,137,99,6,32,0,sep,2019
Vermont,109,71,2,3,33,sep,2019
Middle Atlantic,8038,2826,198,221,4793,sep,2019
New Jersey,3424,802,92,55,2475,sep,2019
New York,2873,838,74,52,1909,sep,2019
Pennsylvania,1741,1186,32,114,409,sep,2019
Midwest,16274,11190,328,268,4488,sep,2019
East North Central D,9411,6402,220,212,2577,sep,2019
Illinois,1419,831,60,88,440,sep,2019
Indiana,1790,1447,16,8,319,sep,2019
Michigan,2202,1538,10,37,617,sep,2019
Ohio,2339,1472,68,60,739,sep,2019
Wisconsin,1661,1114,66,19,462,sep,2019
West North Central D,6863,4788,108,56,1911,sep,2019
Iowa,1037,979,4,0,54,sep,2019
Kansas,699,404,44,23,228,sep,2019
Minnesota,1880,1377,8,7,488,sep,2019
Missouri,1339,909,14,12,404,sep,2019
Nebraska,912,508,24,4,376,sep,2019
North Dakota,570,261,2,0,307,sep,2019
South Dakota,426,350,12,10,54,sep,2019
South,59209,39435,640,358,18776,sep,2019
South Atlantic,32902,21141,242,201,11318,sep,2019
Delaware,537,447,8,12,70,sep,2019
District of Columbia,369,3,8,0,358,sep,2019
Florida,15067,8193,158,103,6613,sep,2019
Georgia,4420,3289,34,38,1059,sep,2019
Maryland,1445,917,0,0,528,sep,2019
North Carolina,5589,3878,8,18,1685,sep,2019
South Carolina,2816,2524,16,3,273,sep,2019
Virginia,2403,1702,8,16,677,sep,2019
West Virginia,256,188,2,11,55,sep,2019
East South Central D,6503,4938,52,35,1478,sep,2019
Alabama,1423,1089,2,7,325,sep,2019
Kentucky,1158,715,22,8,413,sep,2019
Mississippi,593,559,2,7,25,sep,2019
Tennessee,3329,2575,26,13,715,sep,2019
West South Central D,19804,13356,346,122,5980,sep,2019
Arkansas,906,719,44,8,135,sep,2019
Louisiana,1436,1119,26,7,284,sep,2019
Oklahoma,1010,893,84,3,30,sep,2019
Texas,16452,10625,192,104,5531,sep,2019
West,29194,15947,444,396,12407,sep,2019
Mountain,12577,8566,160,211,3640,sep,2019
Arizona,3302,2566,62,7,667,sep,2019
Colorado,3299,2235,34,17,1013,sep,2019
Idaho,1194,908,16,80,190,sep,2019
Montana,371,187,24,39,121,sep,2019
Nevada,1378,874,12,0,492,sep,2019
New Mexico,362,329,0,3,30,sep,2019
Utah,2508,1344,8,45,1111,sep,2019
Wyoming,163,123,4,20,16,sep,2019
Pacific,16617,7381,284,185,8767,sep,2019
Alaska,193,86,4,8,95,sep,2019
California,9920,4282,186,88,5364,sep,2019
Hawaii,370,226,0,0,144,sep,2019
Oregon,2013,929,20,15,1049,sep,2019
Washington,4121,1858,74,74,2115,sep,2019
