State,Month,Year,Date,Region,Total,City,RegionID,RegionName,RegionType,SizeRank,Median Days To Close,Median Days To Pending,Market Temp Index Values,Median Sale,Median_NH_Values,LT Real Average (10> Yrs),Number of failed banks
OR,aug,2022,2022-08-31,oregon,1446,Newport,753905,"Newport, OR",msa,604,33.0,18.0,55.0,458807.0,532784.7720428442,1.11,0
OR,aug,2022,2022-08-31,oregon,1446,Portland,394998,"Portland, OR",msa,25,29.0,12.0,60.0,533617.0,582748.7898925362,1.11,0
RI,aug,2022,2022-08-31,rhode island,123,Providence,395005,"Providence, RI",msa,39,41.0,11.0,72.0,387077.0,318365.22203942307,1.11,0
VA,aug,2022,2022-08-31,virginia,3245,Richmond,395022,"Richmond, VA",msa,45,32.0,6.0,75.0,315301.0,308695.8639846623,1.11,0
VA,aug,2022,2022-08-31,virginia,3245,Roanoke,395028,"Roanoke, VA",msa,164,36.0,7.0,68.0,239649.0,154591.87231248178,1.11,0
TX,aug,2022,2022-08-31,texas,20950,San Antonio,395055,"San Antonio, TX",msa,24,29.0,11.0,58.0,318197.0,283295.1938478237,1.11,0
PA,aug,2022,2022-08-31,pennsylvania,1935,State College,395125,"State College, PA",msa,273,40.0,8.0,69.0,301248.0,332664.08039020357,1.11,0
MI,aug,2022,2022-08-31,michigan,2446,Traverse City,395163,"Traverse City, MI",msa,287,28.0,11.0,73.0,342387.0,424088.65660835314,1.11,0
PA,aug,2022,2022-08-31,pennsylvania,1935,York,395244,"York, PA",msa,122,36.0,6.0,69.0,221110.0,237324.4114167704,1.11,0
TX,sep,2022,2022-09-30,texas,19444,Austin,394355,"Austin, TX",msa,29,23.0,35.0,38.0,515106.0,621648.3526698803,1.95,0
CA,sep,2022,2022-09-30,california,10242,Bakersfield,394357,"Bakersfield, CA",msa,63,31.0,17.0,59.0,322532.0,407098.4181688959,1.95,0
TX,sep,2022,2022-09-30,texas,19444,Dallas,394514,"Dallas, TX",msa,4,28.0,13.0,59.0,394296.0,331832.4522704528,1.95,0
DE,sep,2022,2022-09-30,delaware,405,Dover,394539,"Dover, DE",msa,244,36.0,11.0,64.0,293108.0,325976.28728959424,1.95,0
MI,sep,2022,2022-09-30,michigan,1714,Flint,394596,"Flint, MI",msa,135,29.0,13.0,45.0,176624.0,48294.15431698406,1.95,0
NC,sep,2022,2022-09-30,north carolina,6943,Greensboro,394648,"Greensboro, NC",msa,76,32.0,8.0,59.0,218464.0,251369.49904984236,1.95,0
SC,sep,2022,2022-09-30,south carolina,3204,Hilton Head Island,394681,"Hilton Head Island, SC",msa,216,36.0,13.0,52.0,421387.0,695800.8759239763,1.95,0
UT,sep,2022,2022-09-30,utah,2232,Logan,394800,"Logan, UT",msa,301,26.0,25.0,45.0,388179.0,381170.4203851193,1.95,0
TX,sep,2022,2022-09-30,texas,19444,McAllen,394843,"McAllen, TX",msa,67,26.0,28.0,47.0,202318.0,206838.84094796574,1.95,0
PA,sep,2022,2022-09-30,pennsylvania,1830,New Castle,394907,"New Castle, PA",msa,427,40.0,10.0,53.0,122711.0,108645.41742051361,1.95,0
MA,sep,2022,2022-09-30,massachusetts,1611,Pittsfield,394983,"Pittsfield, MA",msa,326,44.0,23.0,56.0,297268.0,165654.19036107184,1.95,0
CO,sep,2022,2022-09-30,colorado,3671,Pueblo,395007,"Pueblo, CO",msa,264,30.0,19.0,34.0,261203.0,243607.66052369113,1.95,0
MI,sep,2022,2022-09-30,michigan,1714,Saginaw,395047,"Saginaw, MI",msa,233,30.0,13.0,36.0,140471.0,47531.41739168411,1.95,0
IN,sep,2022,2022-09-30,indiana,3006,South Bend,395107,"South Bend, IN",msa,159,31.0,8.0,55.0,183825.0,136513.18816025835,1.95,0
IL,sep,2022,2022-09-30,illinois,2255,Springfield,395114,"Springfield, IL",msa,220,37.0,6.0,60.0,149864.0,84482.38447005732,1.95,0
MI,sep,2022,2022-09-30,michigan,1714,Traverse City,395163,"Traverse City, MI",msa,287,29.0,12.0,66.0,338620.0,428516.8686646698,1.95,0
AZ,sep,2022,2022-09-30,arizona,4020,Tucson,395167,"Tucson, AZ",msa,54,30.0,13.0,51.0,326883.0,297636.78310780256,1.95,0
CO,oct,2022,2022-10-31,colorado,2919,Breckenridge,753871,"Breckenridge, CO",msa,811,34.0,39.0,49.0,876693.0,1439956.6693716014,1.86,0
TX,oct,2022,2022-10-31,texas,21363,Brownsville,394421,"Brownsville, TX",msa,130,23.0,31.0,42.0,222799.0,170019.49297556785,1.86,0
TX,oct,2022,2022-10-31,texas,21363,Corpus Christi,394502,"Corpus Christi, TX",msa,129,31.0,23.0,39.0,266160.0,233324.6449993357,1.86,0
SC,oct,2022,2022-10-31,south carolina,3637,Hilton Head Island,394681,"Hilton Head Island, SC",msa,216,36.0,15.0,50.0,426205.0,696185.6092355138,1.86,0
IN,oct,2022,2022-10-31,indiana,2355,Indianapolis,394705,"Indianapolis, IN",msa,34,31.0,9.0,44.0,251623.0,233228.15201641285,1.86,0
IA,oct,2022,2022-10-31,iowa,1209,Iowa City,394707,"Iowa City, IA",msa,252,38.0,13.0,58.0,248392.0,273698.9579032038,1.86,0
MS,oct,2022,2022-10-31,mississippi,629,Jackson,394711,"Jackson, MS",msa,98,33.0,9.0,47.0,236798.0,77043.64557346156,1.86,0
MI,oct,2022,2022-10-31,michigan,1597,Kalamazoo,394732,"Kalamazoo, MI",msa,190,34.0,8.0,50.0,219852.0,168171.4845275894,1.86,0
NY,oct,2022,2022-10-31,new york,2304,New York,394913,"New York, NY",msa,1,51.0,35.0,55.0,533311.0,701932.9311797597,1.86,0
VA,oct,2022,2022-10-31,virginia,3198,Roanoke,395028,"Roanoke, VA",msa,164,34.0,9.0,63.0,238230.0,156204.23294011073,1.86,0
IL,oct,2022,2022-10-31,illinois,1814,Springfield,395114,"Springfield, IL",msa,220,37.0,6.0,58.0,149390.0,84679.5513569954,1.86,0
FL,oct,2022,2022-10-31,florida,15337,Tallahassee,395146,"Tallahassee, FL",msa,145,33.0,12.0,57.0,228030.0,250356.2925755317,1.86,0
PA,oct,2022,2022-10-31,pennsylvania,1897,York,395244,"York, PA",msa,122,36.0,7.0,64.0,216937.0,238086.1349898148,1.86,0
GA,nov,2022,2022-11-30,georgia,5516,Augusta,394352,"Augusta, GA",msa,96,31.0,11.0,51.0,228523.0,149456.25059626554,1.63,0
MI,nov,2022,2022-11-30,michigan,1026,Battle Creek,394368,"Battle Creek, MI",msa,318,32.0,12.0,44.0,144308.0,76324.25502605962,1.63,0
VA,nov,2022,2022-11-30,virginia,2000,Blacksburg,394392,"Blacksburg, VA",msa,265,34.0,15.0,49.0,257045.0,416627.8299758607,1.63,0
OH,nov,2022,2022-11-30,ohio,3122,Columbus,394492,"Columbus, OH",msa,32,29.0,8.0,53.0,254842.0,256400.33590523252,1.63,0
TX,nov,2022,2022-11-30,texas,15117,Dallas,394514,"Dallas, TX",msa,4,28.0,18.0,56.0,383429.0,328854.90956637013,1.63,0
IA,nov,2022,2022-11-30,iowa,954,Des Moines,394531,"Des Moines, IA",msa,84,36.0,17.0,53.0,230343.0,186532.728959831,1.63,0
NC,nov,2022,2022-11-30,north carolina,7276,Fayetteville,394589,"Fayetteville, NC",msa,109,33.0,7.0,62.0,209606.0,184936.0568119396,1.63,0
NC,nov,2022,2022-11-30,north carolina,7276,Greenville,394651,"Greenville, NC",msa,259,34.0,7.0,60.0,221242.0,259674.95250056006,1.63,0
AR,nov,2022,2022-11-30,arkansas,708,Hot Springs,394689,"Hot Springs, AR",msa,392,31.0,19.0,30.0,231101.0,341363.50584520545,1.63,0
PA,nov,2022,2022-11-30,pennsylvania,2241,New Castle,394907,"New Castle, PA",msa,427,38.0,17.0,24.0,112003.0,109220.51295916195,1.63,0
NV,nov,2022,2022-11-30,nevada,1171,Reno,395019,"Reno, NV",msa,113,30.0,37.0,44.0,508130.0,515433.2256555446,1.63,0
UT,nov,2022,2022-11-30,utah,1491,Salt Lake City,395053,"Salt Lake City, UT",msa,48,25.0,24.0,46.0,505814.0,531728.0234747683,1.63,0
PA,nov,2022,2022-11-30,pennsylvania,2241,State College,395125,"State College, PA",msa,273,36.0,10.0,63.0,307947.0,333772.4966527998,1.63,0
CA,nov,2022,2022-11-30,california,6800,Stockton,395134,"Stockton, CA",msa,77,28.0,30.0,56.0,496319.0,395974.7324998267,1.63,0
TX,jan,2023,2023-01-31,texas,16847,Abilene,394299,"Abilene, TX",msa,251,30.0,27.0,52.0,202277.0,169701.40081161773,1.53,0
MI,jan,2023,2023-01-31,michigan,1187,Ann Arbor,394332,"Ann Arbor, MI",msa,148,29.0,21.0,75.0,335888.0,457122.1088995612,1.53,0
WA,jan,2023,2023-01-31,washington,2258,Bellingham,394378,"Bellingham, WA",msa,205,29.0,30.0,53.0,546977.0,612102.3898900682,1.53,0
FL,jan,2023,2023-01-31,florida,14964,Cape Coral,394440,"Cape Coral, FL",msa,78,29.0,21.0,45.0,313180.0,488449.27846485516,1.53,0
WV,jan,2023,2023-01-31,west virginia,190,Clarksburg,394469,"Clarksburg, WV",msa,418,11.0,46.0,38.0,162055.0,63787.39760234248,1.53,0
DE,jan,2023,2023-01-31,delaware,412,Dover,394539,"Dover, DE",msa,244,34.0,18.0,63.0,284465.0,326250.9959536262,1.53,0
NY,jan,2023,2023-01-31,new york,1258,Ithaca,394709,"Ithaca, NY",msa,376,66.0,10.0,114.0,296552.0,376599.00503278256,1.53,0
IN,jan,2023,2023-01-31,indiana,1529,Kokomo,394755,"Kokomo, IN",msa,438,28.0,16.0,55.0,151883.0,76212.049745435,1.53,0
NE,jan,2023,2023-01-31,nebraska,429,Lincoln,394796,"Lincoln, NE",msa,154,32.0,14.0,67.0,247961.0,231582.14046274306,1.53,0
TX,jan,2023,2023-01-31,texas,16847,McAllen,394843,"McAllen, TX",msa,67,24.0,42.0,48.0,193274.0,209568.97803459136,1.53,0
IN,jan,2023,2023-01-31,indiana,1529,Muncie,394893,"Muncie, IN",msa,364,31.0,21.0,57.0,134155.0,107801.1140940359,1.53,0
SC,jan,2023,2023-01-31,south carolina,3018,Myrtle Beach,394898,"Myrtle Beach, SC",msa,117,36.0,31.0,47.0,278886.0,339551.1281900595,1.53,0
OR,jan,2023,2023-01-31,oregon,1484,Portland,394998,"Portland, OR",msa,25,29.0,33.0,69.0,505034.0,544861.5031795973,1.53,0
VA,jan,2023,2023-01-31,virginia,3272,Roanoke,395028,"Roanoke, VA",msa,164,34.0,12.0,66.0,231596.0,158090.19774156922,1.53,0
IL,jan,2023,2023-01-31,illinois,978,Springfield,395114,"Springfield, IL",msa,220,34.0,12.0,63.0,135378.0,87503.52671772327,1.53,0
NC,jan,2023,2023-01-31,north carolina,7066,Wilmington,395229,"Wilmington, NC",msa,174,34.0,17.0,59.0,359535.0,369527.2525384035,1.53,0
OR,feb,2023,2023-02-28,oregon,1519,Bend,394380,"Bend, OR",msa,232,30.0,42.0,64.0,572438.0,685547.029572717,1.64,0
AL,feb,2023,2023-02-28,alabama,1518,Birmingham,394388,"Birmingham, AL",msa,51,28.0,20.0,63.0,227353.0,74306.145690868,1.64,0
VA,feb,2023,2023-02-28,virginia,2642,Blacksburg,394392,"Blacksburg, VA",msa,265,34.0,15.0,85.0,256506.0,411857.03731162444,1.64,0
WV,feb,2023,2023-02-28,west virginia,239,Charleston,394455,"Charleston, WV",msa,192,36.0,23.0,60.0,141158.0,136175.95263413896,1.64,0
OR,feb,2023,2023-02-28,oregon,1519,Eugene,394576,"Eugene, OR",msa,146,29.0,21.0,69.0,424862.0,486275.07233679155,1.64,0
AZ,feb,2023,2023-02-28,arizona,4600,Flagstaff,394595,"Flagstaff, AZ",msa,302,34.0,39.0,54.0,583737.0,615516.8961134744,1.64,0
NC,feb,2023,2023-02-28,north carolina,8095,Greensboro,394648,"Greensboro, NC",msa,76,32.0,16.0,66.0,215378.0,246577.7086429163,1.64,0
CT,feb,2023,2023-02-28,connecticut,493,Hartford,394669,"Hartford, CT",msa,49,41.0,9.0,110.0,290387.0,156458.95697417017,1.64,0
NY,feb,2023,2023-02-28,new york,1855,Jamestown,394719,"Jamestown, NY",msa,328,66.0,25.0,75.0,136911.0,157957.13967820336,1.64,0
MI,feb,2023,2023-02-28,michigan,1008,Lansing,394770,"Lansing, MI",msa,107,31.0,21.0,83.0,173145.0,122674.4012191218,1.64,0
NM,feb,2023,2023-02-28,new mexico,397,Las Cruces,394773,"Las Cruces, NM",msa,214,31.0,19.0,66.0,269875.0,371192.1632098458,1.64,0
NV,feb,2023,2023-02-28,nevada,1041,Las Vegas,394775,"Las Vegas, NV",msa,30,28.0,53.0,55.0,380427.0,383742.37607143214,1.64,0
TN,feb,2023,2023-02-28,tennessee,4633,Memphis,394849,"Memphis, TN",msa,44,23.0,28.0,59.0,218302.0,147535.0720804679,1.64,0
WI,feb,2023,2023-02-28,wisconsin,1101,Milwaukee,394862,"Milwaukee, WI",msa,41,21.0,28.0,103.0,258484.0,186319.370991259,1.64,0
AL,feb,2023,2023-02-28,alabama,1518,Mobile,394870,"Mobile, AL",msa,127,30.0,23.0,73.0,183740.0,178328.83763878362,1.64,0
MI,feb,2023,2023-02-28,michigan,1008,Monroe,394873,"Monroe, MI",msa,283,27.0,25.0,71.0,199172.0,162513.65027332376,1.64,0
IN,feb,2023,2023-02-28,indiana,1466,Muncie,394893,"Muncie, IN",msa,364,31.0,18.0,74.0,139073.0,108349.93074551906,1.64,0
AZ,feb,2023,2023-02-28,arizona,4600,Phoenix,394976,"Phoenix, AZ",msa,11,24.0,51.0,53.0,417853.0,416439.5855612721,1.64,0
RI,feb,2023,2023-02-28,rhode island,87,Providence,395005,"Providence, RI",msa,39,39.0,16.0,88.0,386000.0,319613.8548760031,1.64,0
UT,feb,2023,2023-02-28,utah,2342,Provo,395006,"Provo, UT",msa,92,25.0,41.0,62.0,489300.0,454089.5491657612,1.64,0
NV,feb,2023,2023-02-28,nevada,1041,Reno,395019,"Reno, NV",msa,113,30.0,45.0,55.0,487696.0,520800.3925076854,1.64,0
NC,feb,2023,2023-02-28,north carolina,8095,Wilmington,395229,"Wilmington, NC",msa,174,33.0,15.0,63.0,367790.0,368565.02138139436,1.64,0
OH,mar,2023,2023-03-31,ohio,3347,Akron,394304,"Akron, OH",msa,83,30.0,9.0,79.0,171351.0,102707.70130516452,1.51,0
NY,mar,2023,2023-03-31,new york,3888,Binghamton,394387,"Binghamton, NY",msa,195,55.0,14.0,83.0,155873.0,140900.03829963537,1.51,1
CA,mar,2023,2023-03-31,california,7410,Chico,394464,"Chico, CA",msa,215,28.0,33.0,67.0,351416.0,401221.85237233783,1.51,1
TN,mar,2023,2023-03-31,tennessee,3458,Clarksville,394471,"Clarksville, TN",msa,163,31.0,18.0,61.0,266771.0,340351.06280321535,1.51,0
TX,mar,2023,2023-03-31,texas,18896,Corpus Christi,394502,"Corpus Christi, TX",msa,129,30.0,40.0,48.0,249874.0,227880.3329164013,1.51,0
IL,mar,2023,2023-03-31,illinois,1850,Danville,394516,"Danville, IL",msa,472,35.0,22.0,64.0,93130.0,58476.7992881551,1.51,0
AR,mar,2023,2023-03-31,arkansas,812,Fayetteville,394590,"Fayetteville, AR",msa,108,31.0,26.0,56.0,314472.0,459852.16447648394,1.51,0
MI,mar,2023,2023-03-31,michigan,1738,Grand Rapids,394640,"Grand Rapids, MI",msa,53,28.0,8.0,95.0,273981.0,248107.49341597673,1.51,0
WI,mar,2023,2023-03-31,wisconsin,1474,Green Bay,394646,"Green Bay, WI",msa,157,11.0,39.0,61.0,255377.0,203902.95024383848,1.51,0
CA,mar,2023,2023-03-31,california,7410,Oxnard,394952,"Oxnard, CA",msa,71,28.0,18.0,72.0,774297.0,638852.3832467243,1.51,1
RI,mar,2023,2023-03-31,rhode island,101,Providence,395005,"Providence, RI",msa,39,39.0,12.0,91.0,386779.0,320082.9004210582,1.51,0
MN,mar,2023,2023-03-31,minnesota,1840,Rochester,395030,"Rochester, MN",msa,207,31.0,21.0,82.0,267410.0,282146.50644953706,1.51,0
CA,mar,2023,2023-03-31,california,7410,San Francisco,395057,"San Francisco, CA",msa,12,25.0,20.0,131.0,1013800.0,1312798.2985904475,1.51,1
WA,mar,2023,2023-03-31,washington,3393,Seattle,395078,"Seattle, WA",msa,15,28.0,17.0,91.0,628233.0,806679.031189911,1.51,0
SC,mar,2023,2023-03-31,south carolina,3820,Spartanburg,395109,"Spartanburg, SC",msa,160,32.0,18.0,61.0,232137.0,168182.2362417489,1.51,0
OH,mar,2023,2023-03-31,ohio,3347,Youngstown,395245,"Youngstown, OH",msa,106,32.0,13.0,67.0,129222.0,39013.06965255225,1.51,0
CA,may,2023,2023-05-31,california,10066,Bakersfield,394357,"Bakersfield, CA",msa,63,31.0,13.0,68.0,323643.0,397172.57680942013,1.67,1
SC,may,2023,2023-05-31,south carolina,4258,Charleston,394457,"Charleston, SC",msa,75,34.0,8.0,64.0,395570.0,545890.9642458834,1.67,0
CA,may,2023,2023-05-31,california,10066,Chico,394464,"Chico, CA",msa,215,29.0,16.0,68.0,377004.0,401411.12862811616,1.67,1
IN,may,2023,2023-05-31,indiana,2522,Elkhart,394565,"Elkhart, IN",msa,223,29.0,5.0,72.0,216575.0,155091.52327714034,1.67,0
PA,may,2023,2023-05-31,pennsylvania,2418,Erie,394572,"Erie, PA",msa,184,37.0,6.0,67.0,152234.0,170239.2314513342,1.67,0
IN,may,2023,2023-05-31,indiana,2522,Fort Wayne,394612,"Fort Wayne, IN",msa,132,28.0,3.0,76.0,209441.0,199099.398351346,1.67,0
SC,may,2023,2023-05-31,south carolina,4258,Greenville,394653,"Greenville, SC",msa,61,32.0,9.0,66.0,280866.0,302531.7532176743,1.67,0
AR,may,2023,2023-05-31,arkansas,1053,Hot Springs,394689,"Hot Springs, AR",msa,392,28.0,15.0,53.0,241960.0,347480.5038576543,1.67,0
TX,may,2023,2023-05-31,texas,21978,Houston,394692,"Houston, TX",msa,5,29.0,15.0,61.0,313793.0,242674.4877587833,1.67,0
PA,may,2023,2023-05-31,pennsylvania,2418,Johnstown,394727,"Johnstown, PA",msa,322,35.0,8.0,71.0,97383.0,156110.3286737047,1.67,0
IN,may,2023,2023-05-31,indiana,2522,Lafayette,753895,"Lafayette, IN",msa,208,30.0,4.0,77.0,233255.0,163623.114479227,1.67,0
NV,may,2023,2023-05-31,nevada,2224,Las Vegas,394775,"Las Vegas, NV",msa,30,29.0,21.0,64.0,388250.0,377582.1767501492,1.67,0
CA,may,2023,2023-05-31,california,10066,Los Angeles,753899,"Los Angeles, CA",msa,2,28.0,13.0,84.0,841244.0,907162.0614661174,1.67,1
KY,may,2023,2023-05-31,kentucky,1147,Louisville,394807,"Louisville, KY",msa,46,31.0,5.0,71.0,237296.0,255322.2345895112,1.67,0
TN,may,2023,2023-05-31,tennessee,3964,Nashville,394902,"Nashville, TN",msa,37,30.0,11.0,60.0,399958.0,397240.0435412624,1.67,0
OR,may,2023,2023-05-31,oregon,1602,Newport,753905,"Newport, OR",msa,604,28.0,18.0,38.0,469659.0,534321.4648139441,1.67,0
MA,may,2023,2023-05-31,massachusetts,1481,Pittsfield,394983,"Pittsfield, MA",msa,326,39.0,20.0,68.0,295762.0,170884.9973961161,1.67,0
OR,may,2023,2023-05-31,oregon,1602,Portland,394998,"Portland, OR",msa,25,28.0,7.0,76.0,517486.0,536808.1041356465,1.67,0
SD,may,2023,2023-05-31,south dakota,761,Rapid City,395013,"Rapid City, SD",msa,313,39.0,7.0,66.0,327738.0,360330.5944025971,1.67,0
PA,may,2023,2023-05-31,pennsylvania,2418,Somerset,395106,"Somerset, PA",msa,475,33.0,12.0,54.0,166256.0,284118.9996948458,1.67,0
FL,may,2023,2023-05-31,florida,15062,Tallahassee,395146,"Tallahassee, FL",msa,145,32.0,7.0,67.0,245016.0,252756.70451887834,1.67,0
TX,jun,2023,2023-06-30,texas,20444,Abilene,394299,"Abilene, TX",msa,251,33.0,10.0,54.0,203049.0,172568.72169176437,1.68,0
CA,jun,2023,2023-06-30,california,13326,Bakersfield,394357,"Bakersfield, CA",msa,63,31.0,11.0,67.0,324168.0,399630.193889356,1.68,0
LA,jun,2023,2023-06-30,louisiana,1270,Baton Rouge,394367,"Baton Rouge, LA",msa,66,32.0,13.0,52.0,229534.0,215268.93352358197,1.68,0
IN,jun,2023,2023-06-30,indiana,2772,Bloomington,394393,"Bloomington, IN",msa,270,32.0,10.0,45.0,259469.0,298924.7174738812,1.68,0
NC,jun,2023,2023-06-30,north carolina,7820,Charlotte,394458,"Charlotte, NC",msa,23,31.0,7.0,69.0,352704.0,368797.1504774438,1.68,0
VA,jun,2023,2023-06-30,virginia,3252,Charlottesville,394459,"Charlottesville, VA",msa,212,36.0,6.0,75.0,406047.0,428747.9210173285,1.68,0
TN,jun,2023,2023-06-30,tennessee,3788,Clarksville,394471,"Clarksville, TN",msa,163,33.0,7.0,59.0,272696.0,343676.4474387805,1.68,0
NY,jun,2023,2023-06-30,new york,2346,Ithaca,394709,"Ithaca, NY",msa,376,62.0,9.0,81.0,315852.0,390429.72185732157,1.68,0
PA,jun,2023,2023-06-30,pennsylvania,2392,Johnstown,394727,"Johnstown, PA",msa,322,38.0,7.0,66.0,100026.0,152100.95433373674,1.68,0
MO,jun,2023,2023-06-30,missouri,1642,Kansas City,394735,"Kansas City, MO",msa,31,31.0,4.0,79.0,283711.0,217094.7780955867,1.68,0
FL,jun,2023,2023-06-30,florida,18825,Key West,394744,"Key West, FL",msa,442,37.0,54.0,30.0,932427.0,1373238.6871460334,1.68,0
NY,jun,2023,2023-06-30,new york,2346,Kingston,394748,"Kingston, NY",msa,241,57.0,19.0,79.0,346893.0,280484.31081567786,1.68,0
WI,jun,2023,2023-06-30,wisconsin,2064,La Crosse,394756,"La Crosse, WI",msa,311,37.0,5.0,91.0,245581.0,198292.94479236606,1.68,0
KY,jun,2023,2023-06-30,kentucky,1157,Lexington,394792,"Lexington, KY",msa,110,32.0,3.0,66.0,277438.0,231392.35026299453,1.68,0
WA,jun,2023,2023-06-30,washington,3177,Longview,394804,"Longview, WA",msa,368,29.0,9.0,67.0,373237.0,358170.25697327004,1.68,0
WI,jun,2023,2023-06-30,wisconsin,2064,Milwaukee,394862,"Milwaukee, WI",msa,41,24.0,9.0,82.0,272157.0,193951.25494731092,1.68,0
MI,jun,2023,2023-06-30,michigan,1906,Monroe,394873,"Monroe, MI",msa,283,26.0,8.0,84.0,225014.0,166391.91725755227,1.68,0
CA,jun,2023,2023-06-30,california,13326,Napa,394900,"Napa, CA",msa,312,23.0,16.0,70.0,812377.0,818652.0848590597,1.68,0
FL,jun,2023,2023-06-30,florida,18825,Naples,394901,"Naples, FL",msa,147,37.0,33.0,38.0,571671.0,842746.9405696752,1.68,0
NY,jun,2023,2023-06-30,new york,2346,New York,394913,"New York, NY",msa,1,51.0,23.0,81.0,542361.0,690772.9238283628,1.68,0
AZ,jun,2023,2023-06-30,arizona,3840,Phoenix,394976,"Phoenix, AZ",msa,11,26.0,24.0,61.0,427090.0,414756.8407453821,1.68,0
CO,jun,2023,2023-06-30,colorado,3515,Pueblo,395007,"Pueblo, CO",msa,264,31.0,23.0,36.0,272717.0,236687.63999806545,1.68,0
SD,jun,2023,2023-06-30,south dakota,623,Rapid City,395013,"Rapid City, SD",msa,313,40.0,7.0,62.0,339449.0,362300.23533440643,1.68,0
VA,jun,2023,2023-06-30,virginia,3252,Richmond,395022,"Richmond, VA",msa,45,31.0,5.0,84.0,329403.0,314773.1546204626,1.68,0
TX,jul,2023,2023-07-31,texas,18897,Beaumont,394372,"Beaumont, TX",msa,140,32.0,21.0,25.0,194503.0,154484.67566529053,1.81,0
TX,jul,2023,2023-07-31,texas,18897,College Station,394483,"College Station, TX",msa,189,30.0,14.0,53.0,312900.0,338121.2244242336,1.81,0
TX,jul,2023,2023-07-31,texas,18897,El Paso,394561,"El Paso, TX",msa,69,32.0,13.0,58.0,235366.0,201147.37610957798,1.81,0
IN,jul,2023,2023-07-31,indiana,2049,Fort Wayne,394612,"Fort Wayne, IN",msa,132,29.0,3.0,63.0,216809.0,203660.33373397886,1.81,0
NC,jul,2023,2023-07-31,north carolina,7218,Greenville,394651,"Greenville, NC",msa,259,35.0,6.0,72.0,236393.0,269802.7381038529,1.81,0
TN,jul,2023,2023-07-31,tennessee,3798,Johnson City,394726,"Johnson City, TN",msa,224,33.0,6.0,60.0,244400.0,194126.1123429999,1.81,0
MO,jul,2023,2023-07-31,missouri,1486,Joplin,394729,"Joplin, MO",msa,243,32.0,10.0,47.0,172677.0,247132.06983933193,1.81,0
NV,jul,2023,2023-07-31,nevada,1766,Las Vegas,394775,"Las Vegas, NV",msa,30,29.0,14.0,65.0,394080.0,379873.24001334165,1.81,0
KY,jul,2023,2023-07-31,kentucky,966,Louisville,394807,"Louisville, KY",msa,46,33.0,5.0,70.0,241844.0,257266.42072496007,1.81,0
TX,jul,2023,2023-07-31,texas,18897,Lubbock,394808,"Lubbock, TX",msa,162,31.0,12.0,40.0,221928.0,158911.52602860093,1.81,0
TN,jul,2023,2023-07-31,tennessee,3798,Memphis,394849,"Memphis, TN",msa,44,24.0,21.0,51.0,230999.0,146685.59215917296,1.81,0
MI,jul,2023,2023-07-31,michigan,1883,Monroe,394873,"Monroe, MI",msa,283,26.0,7.0,81.0,230536.0,168143.19284949254,1.81,0
FL,jul,2023,2023-07-31,florida,15574,Naples,394901,"Naples, FL",msa,147,37.0,36.0,39.0,572232.0,851270.1359980959,1.81,0
WA,jul,2023,2023-07-31,washington,2663,Olympia,394937,"Olympia, WA",msa,172,30.0,7.0,69.0,487966.0,484656.2823124283,1.81,0
NC,jul,2023,2023-07-31,north carolina,7218,Raleigh,395012,"Raleigh, NC",msa,43,33.0,7.0,77.0,413397.0,491375.61972209654,1.81,0
MN,jul,2023,2023-07-31,minnesota,2145,Rochester,395030,"Rochester, MN",msa,207,34.0,11.0,72.0,282778.0,288286.29933558835,1.81,0
CA,jul,2023,2023-07-31,california,8190,Sacramento,395045,"Sacramento, CA",msa,26,24.0,9.0,75.0,536296.0,466437.483965976,1.81,0
MI,jul,2023,2023-07-31,michigan,1883,Saginaw,395047,"Saginaw, MI",msa,233,28.0,8.0,64.0,140439.0,49922.06331371651,1.81,0
FL,jul,2023,2023-07-31,florida,15574,Sebastian,395079,"Sebastian, FL",msa,274,33.0,27.0,44.0,344347.0,379730.3939689111,1.81,0
GA,aug,2023,2023-08-31,georgia,5917,Athens,394346,"Athens, GA",msa,217,25.0,15.0,59.0,319100.0,369900.64326152956,2.00,0
MI,aug,2023,2023-08-31,michigan,2298,Battle Creek,394368,"Battle Creek, MI",msa,318,34.0,6.0,65.0,159903.0,82279.31908016487,2.00,0
OH,aug,2023,2023-08-31,ohio,2977,Cincinnati,394466,"Cincinnati, OH",msa,28,30.0,5.0,72.0,239748.0,214441.4062067856,2.00,0
TX,aug,2023,2023-08-31,texas,21723,College Station,394483,"College Station, TX",msa,189,30.0,19.0,48.0,298850.0,338559.5643857871,2.00,0
OR,aug,2023,2023-08-31,oregon,1654,Corvallis,394505,"Corvallis, OR",msa,411,33.0,8.0,69.0,532313.0,510107.89200657094,2.00,0
AZ,aug,2023,2023-08-31,arizona,4967,Flagstaff,394595,"Flagstaff, AZ",msa,302,31.0,21.0,46.0,639017.0,631711.8066319575,2.00,0
IN,aug,2023,2023-08-31,indiana,2165,Indianapolis,394705,"Indianapolis, IN",msa,34,31.0,7.0,56.0,257939.0,234616.21221090129,2.00,0
NY,aug,2023,2023-08-31,new york,2868,Ithaca,394709,"Ithaca, NY",msa,376,66.0,9.0,84.0,355280.0,397956.5252613509,2.00,0
MI,aug,2023,2023-08-31,michigan,2298,Jackson,394710,"Jackson, MI",msa,272,29.0,10.0,71.0,178909.0,144428.87039969768,2.00,0
