State,Month,Year,Date,Region,Total,City,RegionID,RegionName,RegionType,SizeRank,Median Days To Close,Median Days To Pending,Market Temp Index Values,Median Sale,Median_NH_Values,LT Real Average (10> Yrs),Number of failed banks
FL,aug,2023,2023-08-31,florida,17996,Key West,394744,"Key West, FL",msa,442,36.0,67.0,26.0,875894.0,1394343.5103550742,2.00,0
TX,aug,2023,2023-08-31,texas,21723,Killeen,394746,"Killeen, TX",msa,120,31.0,23.0,49.0,254781.0,218363.4065364356,2.00,0
PA,aug,2023,2023-08-31,pennsylvania,1877,Lancaster,394768,"Lancaster, PA",msa,104,35.0,5.0,77.0,310010.0,236163.59434442993,2.00,0
WV,aug,2023,2023-08-31,west virginia,281,Morgantown,394879,"Morgantown, WV",msa,310,42.0,11.0,40.0,231846.0,207509.7337092366,2.00,0
WA,aug,2023,2023-08-31,washington,3692,Olympia,394937,"Olympia, WA",msa,172,30.0,8.0,63.0,495453.0,488621.7488546246,2.00,0
NY,aug,2023,2023-08-31,new york,2868,Oneonta,394939,"Oneonta, NY",msa,542,62.0,46.0,33.0,185506.0,189063.4114907433,2.00,0
WA,aug,2023,2023-08-31,washington,3692,Port Angeles,394994,"Port Angeles, WA",msa,463,32.0,16.0,56.0,472347.0,376224.4675529156,2.00,0
MI,aug,2023,2023-08-31,michigan,2298,Saginaw,395047,"Saginaw, MI",msa,233,29.0,9.0,57.0,145831.0,50121.79405159637,2.00,0
UT,aug,2023,2023-08-31,utah,2591,Salt Lake City,395053,"Salt Lake City, UT",msa,48,27.0,12.0,59.0,503139.0,511116.0114733954,2.00,0
IL,aug,2023,2023-08-31,illinois,1435,Springfield,395114,"Springfield, IL",msa,220,34.0,5.0,75.0,141412.0,91763.29345482703,2.00,0
NJ,aug,2023,2023-08-31,new jersey,3145,Trenton,395164,"Trenton, NJ",msa,142,44.0,10.0,84.0,335163.0,174905.2869767543,2.00,0
TX,aug,2023,2023-08-31,texas,21723,Tyler,395174,"Tyler, TX",msa,201,31.0,19.0,37.0,303538.0,319444.62778933207,2.00,0
GA,oct,2023,2023-10-31,georgia,5487,Augusta,394352,"Augusta, GA",msa,96,30.0,16.0,50.0,225465.0,151639.12419782317,2.59,0
NC,oct,2023,2023-10-31,north carolina,9180,Hickory,394679,"Hickory, NC",msa,150,32.0,19.0,43.0,243563.0,249516.0644718943,2.59,0
SC,oct,2023,2023-10-31,south carolina,3605,Hilton Head Island,394681,"Hilton Head Island, SC",msa,216,37.0,18.0,43.0,496064.0,734165.1728813567,2.59,0
TX,oct,2023,2023-10-31,texas,20830,Killeen,394746,"Killeen, TX",msa,120,30.0,28.0,47.0,250891.0,217689.8463471116,2.59,0
LA,oct,2023,2023-10-31,louisiana,1126,Monroe,394872,"Monroe, LA",msa,222,30.0,20.0,46.0,179716.0,147184.57359373383,2.59,0
NC,oct,2023,2023-10-31,north carolina,9180,New Bern,394905,"New Bern, NC",msa,341,32.0,10.0,57.0,258539.0,321979.6498927369,2.59,0
PA,oct,2023,2023-10-31,pennsylvania,2935,New Castle,394907,"New Castle, PA",msa,427,39.0,12.0,56.0,123858.0,108728.87415316628,2.59,0
OK,oct,2023,2023-10-31,oklahoma,976,Oklahoma City,394935,"Oklahoma City, OK",msa,42,30.0,14.0,52.0,220674.0,171400.32812802182,2.59,0
WA,oct,2023,2023-10-31,washington,2957,Olympia,394937,"Olympia, WA",msa,172,29.0,10.0,55.0,495072.0,492714.7743675978,2.59,0
NY,oct,2023,2023-10-31,new york,2060,Oneonta,394939,"Oneonta, NY",msa,542,64.0,70.0,18.0,182886.0,190578.7736015773,2.59,0
AZ,oct,2023,2023-10-31,arizona,5110,Phoenix,394976,"Phoenix, AZ",msa,11,25.0,21.0,55.0,433300.0,425357.3056285167,2.59,0
PA,oct,2023,2023-10-31,pennsylvania,2935,Pittsburgh,394982,"Pittsburgh, PA",msa,27,37.0,10.0,51.0,200420.0,192935.88930535244,2.59,0
WA,oct,2023,2023-10-31,washington,2957,Port Angeles,394994,"Port Angeles, WA",msa,463,30.0,17.0,47.0,460814.0,378795.1522282858,2.59,0
ME,oct,2023,2023-10-31,maine,471,Portland,394997,"Portland, ME",msa,105,33.0,9.0,70.0,481252.0,559197.045427241,2.59,0
OR,oct,2023,2023-10-31,oregon,1301,Portland,394998,"Portland, OR",msa,25,29.0,17.0,56.0,529028.0,539381.7468805328,2.59,0
RI,oct,2023,2023-10-31,rhode island,80,Providence,395005,"Providence, RI",msa,39,38.0,9.0,72.0,416977.0,345243.10212673584,2.59,0
NC,oct,2023,2023-10-31,north carolina,9180,Raleigh,395012,"Raleigh, NC",msa,43,32.0,12.0,64.0,412757.0,491766.45857664244,2.59,0
CA,oct,2023,2023-10-31,california,8338,Riverside,395025,"Riverside, CA",msa,13,29.0,17.0,63.0,531284.0,586357.6046319104,2.59,0
VA,oct,2023,2023-10-31,virginia,3304,Roanoke,395028,"Roanoke, VA",msa,164,33.0,9.0,57.0,244772.0,173170.5125669559,2.59,0
TX,oct,2023,2023-10-31,texas,20830,San Antonio,395055,"San Antonio, TX",msa,24,28.0,32.0,46.0,305919.0,278694.6011316655,2.59,0
MO,oct,2023,2023-10-31,missouri,1244,Springfield,395116,"Springfield, MO",msa,118,32.0,12.0,49.0,240774.0,191756.82917665644,2.59,0
IA,oct,2023,2023-10-31,iowa,912,Waterloo,395210,"Waterloo, IA",msa,261,37.0,9.0,54.0,175809.0,89886.06284954686,2.59,0
TX,oct,2023,2023-10-31,texas,20830,Wichita Falls,395223,"Wichita Falls, TX",msa,298,22.0,28.0,47.0,185806.0,274230.48940347723,2.59,0
LA,nov,2023,2023-11-30,louisiana,962,Baton Rouge,394367,"Baton Rouge, LA",msa,66,31.0,26.0,44.0,230423.0,214250.43479790835,2.29,0
IN,nov,2023,2023-11-30,indiana,2187,Bloomington,394393,"Bloomington, IN",msa,270,26.0,22.0,44.0,286024.0,300191.7475447031,2.29,0
IL,nov,2023,2023-11-30,illinois,1139,Chicago,394463,"Chicago, IL",msa,3,34.0,12.0,59.0,294063.0,298287.1557946601,2.29,0
NC,nov,2023,2023-11-30,north carolina,6761,Greenville,394651,"Greenville, NC",msa,259,30.0,11.0,53.0,225011.0,276640.87950218853,2.29,0
TX,nov,2023,2023-11-30,texas,14955,Houston,394692,"Houston, TX",msa,5,28.0,25.0,51.0,320749.0,247583.4594653592,2.29,0
AL,nov,2023,2023-11-30,alabama,1348,Huntsville,394698,"Huntsville, AL",msa,114,30.0,17.0,49.0,285620.0,305323.66176486074,2.29,0
PA,nov,2023,2023-11-30,pennsylvania,1844,Lancaster,394768,"Lancaster, PA",msa,104,35.0,7.0,65.0,309474.0,244672.152077473,2.29,0
NM,nov,2023,2023-11-30,new mexico,1335,Las Cruces,394773,"Las Cruces, NM",msa,214,33.0,16.0,42.0,293520.0,379875.7929216016,2.29,0
KS,nov,2023,2023-11-30,kansas,861,Lawrence,394778,"Lawrence, KS",msa,349,29.0,11.0,59.0,296901.0,271917.85814285255,2.29,0
KY,nov,2023,2023-11-30,kentucky,1157,Louisville,394807,"Louisville, KY",msa,46,31.0,11.0,47.0,241087.0,261256.8956922451,2.29,0
NH,nov,2023,2023-11-30,new hampshire,309,Manchester,394820,"Manchester, NH",msa,131,36.0,7.0,75.0,446737.0,377408.2693767457,2.29,0
CT,nov,2023,2023-11-30,connecticut,268,Norwich,394924,"Norwich, CT",msa,185,37.0,7.0,75.0,327508.0,287964.4672222907,2.29,0
WA,nov,2023,2023-11-30,washington,2375,Olympia,394937,"Olympia, WA",msa,172,30.0,15.0,58.0,494915.0,492664.9730670806,2.29,0
PA,nov,2023,2023-11-30,pennsylvania,1844,Philadelphia,394974,"Philadelphia, PA",msa,7,34.0,11.0,57.0,318157.0,242065.80289127046,2.29,0
MA,nov,2023,2023-11-30,massachusetts,729,Pittsfield,394983,"Pittsfield, MA",msa,326,41.0,24.0,52.0,336392.0,183359.81583479996,2.29,0
SD,nov,2023,2023-11-30,south dakota,522,Rapid City,395013,"Rapid City, SD",msa,313,38.0,19.0,49.0,334365.0,365834.1517511275,2.29,0
CA,nov,2023,2023-11-30,california,9757,Riverside,395025,"Riverside, CA",msa,13,29.0,20.0,62.0,532558.0,589854.6130938347,2.29,0
VA,nov,2023,2023-11-30,virginia,2673,Roanoke,395028,"Roanoke, VA",msa,164,33.0,11.0,57.0,243985.0,175090.72234752984,2.29,0
IL,nov,2023,2023-11-30,illinois,1139,Rochelle,395029,"Rochelle, IL",msa,594,32.0,11.0,47.0,164846.0,180670.47549530354,2.29,0
CA,nov,2023,2023-11-30,california,9757,San Francisco,395057,"San Francisco, CA",msa,12,22.0,16.0,78.0,1111354.0,1282595.1210726767,2.29,0
LA,nov,2023,2023-11-30,louisiana,962,Shreveport,395096,"Shreveport, LA",msa,141,32.0,23.0,41.0,177915.0,103146.72562522891,2.29,0
FL,nov,2023,2023-11-30,florida,12776,Tampa,395148,"Tampa, FL",msa,18,31.0,20.0,44.0,359475.0,420936.7098179941,2.29,0
TX,nov,2023,2023-11-30,texas,14955,Waco,395197,"Waco, TX",msa,178,29.0,35.0,32.0,260139.0,186050.13806245988,2.29,0
PA,nov,2023,2023-11-30,pennsylvania,1844,York,395244,"York, PA",msa,122,34.0,9.0,59.0,235305.0,249221.41240286853,2.29,0
IN,jan,2024,2024-01-31,indiana,1511,Bloomington,394393,"Bloomington, IN",msa,270,20.0,38.0,42.0,266394.0,300023.4729009152,2.02,0
SC,jan,2024,2024-01-31,south carolina,3926,Charleston,394457,"Charleston, SC",msa,75,34.0,24.0,58.0,411640.0,582213.3594373376,2.02,0
CA,jan,2024,2024-01-31,california,7458,Chico,394464,"Chico, CA",msa,215,29.0,33.0,59.0,371457.0,396140.410817644,2.02,0
OH,jan,2024,2024-01-31,ohio,2129,Cincinnati,394466,"Cincinnati, OH",msa,28,30.0,13.0,66.0,243552.0,219578.3038458459,2.02,0
WV,jan,2024,2024-01-31,west virginia,297,Clarksburg,394469,"Clarksburg, WV",msa,418,42.0,33.0,51.0,177085.0,67300.94952390301,2.02,0
SC,jan,2024,2024-01-31,south carolina,3926,Columbia,394486,"Columbia, SC",msa,72,31.0,19.0,56.0,235256.0,216789.80417708293,2.02,0
TX,jan,2024,2024-01-31,texas,19218,El Paso,394561,"El Paso, TX",msa,69,30.0,31.0,53.0,228282.0,201413.8430276377,2.02,0
NC,jan,2024,2024-01-31,north carolina,7594,Fayetteville,394589,"Fayetteville, NC",msa,109,32.0,18.0,60.0,225493.0,201202.07572503577,2.02,0
WI,jan,2024,2024-01-31,wisconsin,976,Green Bay,394646,"Green Bay, WI",msa,157,8.0,44.0,54.0,269522.0,223725.01517481555,2.02,0
NC,jan,2024,2024-01-31,north carolina,7594,Greensboro,394648,"Greensboro, NC",msa,76,32.0,18.0,56.0,233513.0,274599.91901511874,2.02,0
VA,jan,2024,2024-01-31,virginia,3038,Harrisonburg,394668,"Harrisonburg, VA",msa,317,33.0,25.0,66.0,311070.0,287649.4325921318,2.02,0
CT,jan,2024,2024-01-31,connecticut,253,Hartford,394669,"Hartford, CT",msa,49,37.0,8.0,102.0,316519.0,175911.669646694,2.02,0
AR,jan,2024,2024-01-31,arkansas,828,Hot Springs,394689,"Hot Springs, AR",msa,392,29.0,38.0,23.0,246269.0,357907.6854952949,2.02,0
TX,jan,2024,2024-01-31,texas,19218,Houston,394692,"Houston, TX",msa,5,28.0,36.0,54.0,318803.0,247818.02791912865,2.02,0
IA,jan,2024,2024-01-31,iowa,572,Iowa City,394707,"Iowa City, IA",msa,252,36.0,33.0,75.0,283382.0,287402.9482067895,2.02,0
NY,jan,2024,2024-01-31,new york,3302,Kingston,394748,"Kingston, NY",msa,241,58.0,47.0,62.0,388452.0,303664.74006511056,2.02,0
NE,jan,2024,2024-01-31,nebraska,826,Lincoln,394796,"Lincoln, NE",msa,154,30.0,27.0,51.0,262033.0,244003.01241242513,2.02,0
WI,jan,2024,2024-01-31,wisconsin,976,Madison,394816,"Madison, WI",msa,88,28.0,22.0,86.0,363289.0,383751.699936396,2.02,0
FL,jan,2024,2024-01-31,florida,16132,Miami,394856,"Miami, FL",msa,8,33.0,36.0,41.0,441747.0,541483.0540879417,2.02,0
WI,jan,2024,2024-01-31,wisconsin,976,Milwaukee,394862,"Milwaukee, WI",msa,41,22.0,31.0,69.0,270210.0,198110.0226476837,2.02,0
NY,jan,2024,2024-01-31,new york,3302,New York,394913,"New York, NY",msa,1,51.0,37.0,85.0,573723.0,687078.0126079129,2.02,0
NY,jan,2024,2024-01-31,new york,3302,Oneonta,394939,"Oneonta, NY",msa,542,64.0,75.0,34.0,190593.0,192326.83422475113,2.02,0
FL,jan,2024,2024-01-31,florida,16132,Panama City,394960,"Panama City, FL",msa,242,30.0,49.0,30.0,352295.0,316169.8743826864,2.02,0
WA,jan,2024,2024-01-31,washington,2475,Port Angeles,394994,"Port Angeles, WA",msa,463,30.0,24.0,65.0,504081.0,381271.299234787,2.02,0
NV,jan,2024,2024-01-31,nevada,1537,Reno,395019,"Reno, NV",msa,113,30.0,32.0,57.0,525175.0,516465.2798033652,2.02,0
MN,jan,2024,2024-01-31,minnesota,2069,Rochester,395030,"Rochester, MN",msa,207,30.0,37.0,65.0,280428.0,290982.60715138505,2.02,0
TX,jan,2024,2024-01-31,texas,19218,Wichita Falls,395223,"Wichita Falls, TX",msa,298,22.0,45.0,49.0,174910.0,275153.7548777005,2.02,0
WA,feb,2024,2024-02-29,washington,2708,Bellingham,394378,"Bellingham, WA",msa,205,30.0,26.0,69.0,567523.0,626556.7460844745,2.12,0
AL,feb,2024,2024-02-29,alabama,1574,Birmingham,394388,"Birmingham, AL",msa,51,27.0,25.0,59.0,218595.0,72031.2271012097,2.12,0
CO,feb,2024,2024-02-29,colorado,3079,Boulder,394405,"Boulder, CO",msa,156,27.0,30.0,66.0,690048.0,1117096.0253588662,2.12,0
CT,feb,2024,2024-02-29,connecticut,312,Bridgeport,394415,"Bridgeport, CT",msa,60,44.0,14.0,102.0,537182.0,278434.3952856875,2.12,0
NC,feb,2024,2024-02-29,north carolina,8004,Charlotte,394458,"Charlotte, NC",msa,23,31.0,20.0,65.0,361844.0,381756.66862633603,2.12,0
OH,feb,2024,2024-02-29,ohio,2361,Columbus,394492,"Columbus, OH",msa,32,29.0,10.0,77.0,271451.0,268005.7681515282,2.12,0
MD,feb,2024,2024-02-29,maryland,1415,Cumberland,394513,"Cumberland, MD",msa,409,34.0,34.0,61.0,136455.0,102342.0576719934,2.12,0
OH,feb,2024,2024-02-29,ohio,2361,Dayton,845158,"Dayton, OH",msa,74,30.0,12.0,63.0,182514.0,95737.31415955124,2.12,0
IA,feb,2024,2024-02-29,iowa,708,Des Moines,394531,"Des Moines, IA",msa,84,34.0,32.0,61.0,249684.0,196926.61466436717,2.12,0
DE,feb,2024,2024-02-29,delaware,548,Dover,394539,"Dover, DE",msa,244,34.0,23.0,62.0,323240.0,354709.78697553737,2.12,0
OR,feb,2024,2024-02-29,oregon,873,Eugene,394576,"Eugene, OR",msa,146,29.0,35.0,60.0,428091.0,495381.32275036036,2.12,0
NC,feb,2024,2024-02-29,north carolina,8004,Fayetteville,394589,"Fayetteville, NC",msa,109,32.0,17.0,62.0,229581.0,203328.09046887126,2.12,0
AZ,feb,2024,2024-02-29,arizona,4977,Flagstaff,394595,"Flagstaff, AZ",msa,302,29.0,45.0,57.0,590186.0,633728.8397115915,2.12,0
NC,feb,2024,2024-02-29,north carolina,8004,Greensboro,394648,"Greensboro, NC",msa,76,32.0,18.0,61.0,238335.0,275760.5261385575,2.12,0
NC,feb,2024,2024-02-29,north carolina,8004,Greenville,394651,"Greenville, NC",msa,259,33.0,15.0,67.0,217281.0,277113.1022006393,2.12,0
AR,feb,2024,2024-02-29,arkansas,1089,Jonesboro,394728,"Jonesboro, AR",msa,323,31.0,48.0,45.0,184725.0,218919.35644280654,2.12,0
MO,feb,2024,2024-02-29,missouri,1273,Kansas City,394735,"Kansas City, MO",msa,31,30.0,12.0,80.0,287484.0,226247.2421130251,2.12,0
SC,feb,2024,2024-02-29,south carolina,4143,Myrtle Beach,394898,"Myrtle Beach, SC",msa,117,34.0,39.0,44.0,305649.0,335788.06443046714,2.12,0
WA,feb,2024,2024-02-29,washington,2708,Olympia,394937,"Olympia, WA",msa,172,29.0,18.0,75.0,501047.0,495140.7129912505,2.12,0
RI,feb,2024,2024-02-29,rhode island,115,Providence,395005,"Providence, RI",msa,39,38.0,15.0,89.0,418112.0,354891.2149518371,2.12,0
PA,feb,2024,2024-02-29,pennsylvania,1880,Scranton,395075,"Scranton, PA",msa,101,39.0,30.0,63.0,177637.0,145391.13661369323,2.12,0
NY,feb,2024,2024-02-29,new york,6159,Syracuse,395143,"Syracuse, NY",msa,91,61.0,8.0,118.0,201541.0,157260.6981001521,2.12,0
NJ,feb,2024,2024-02-29,new jersey,3727,Trenton,395164,"Trenton, NJ",msa,142,40.0,16.0,110.0,365120.0,182155.1408917764,2.12,0
LA,apr,2024,2024-04-30,louisiana,1239,Baton Rouge,394367,"Baton Rouge, LA",msa,66,31.0,26.0,49.0,233198.0,213613.67562743337,2.43,0
FL,apr,2024,2024-04-30,florida,17901,Cape Coral,394440,"Cape Coral, FL",msa,78,29.0,41.0,34.0,311779.0,461024.40099017904,2.43,0
DE,apr,2024,2024-04-30,delaware,482,Dover,394539,"Dover, DE",msa,244,33.0,14.0,64.0,321688.0,357297.01650690933,2.43,0
NC,apr,2024,2024-04-30,north carolina,8771,Fayetteville,394589,"Fayetteville, NC",msa,109,32.0,10.0,62.0,236820.0,208026.41775471685,2.43,0
NC,apr,2024,2024-04-30,north carolina,8771,Greenville,394651,"Greenville, NC",msa,259,32.0,8.0,65.0,216634.0,279179.7037500198,2.43,0
TX,apr,2024,2024-04-30,texas,21893,Houston,394692,"Houston, TX",msa,5,28.0,22.0,55.0,328746.0,250074.4031862936,2.43,0
IN,apr,2024,2024-04-30,indiana,2414,Indianapolis,394705,"Indianapolis, IN",msa,34,30.0,8.0,64.0,263467.0,239175.45740030223,2.43,0
IN,apr,2024,2024-04-30,indiana,2414,Muncie,394893,"Muncie, IN",msa,364,30.0,9.0,50.0,158822.0,120987.03436328305,2.43,0
CA,apr,2024,2024-04-30,california,7696,Napa,394900,"Napa, CA",msa,312,23.0,14.0,70.0,901269.0,840279.1128152055,2.43,0
CT,apr,2024,2024-04-30,connecticut,557,New Haven,394908,"New Haven, CT",msa,68,38.0,7.0,92.0,333735.0,278513.4690189865,2.43,0
NY,apr,2024,2024-04-30,new york,4076,New York,394913,"New York, NY",msa,1,49.0,23.0,87.0,581527.0,701234.7091331579,2.43,0
OR,apr,2024,2024-04-30,oregon,1221,Newport,753905,"Newport, OR",msa,604,32.0,23.0,31.0,455871.0,545745.32652498,2.43,0
NE,apr,2024,2024-04-30,nebraska,784,Omaha,394938,"Omaha, NE",msa,59,30.0,6.0,69.0,270975.0,292794.11334633443,2.43,0
CO,apr,2024,2024-04-30,colorado,2410,Pueblo,395007,"Pueblo, CO",msa,264,30.0,34.0,34.0,277180.0,236099.29778172422,2.43,0
NY,apr,2024,2024-04-30,new york,4076,Rochester,395031,"Rochester, NY",msa,52,43.0,8.0,188.0,217484.0,163645.21288312256,2.43,0
VT,apr,2024,2024-04-30,vermont,286,Rutland,395044,"Rutland, VT",msa,533,46.0,15.0,52.0,270657.0,245489.12953482466,2.43,0
OR,apr,2024,2024-04-30,oregon,1221,Salem,395048,"Salem, OR",msa,126,30.0,16.0,66.0,423865.0,391974.794761377,2.43,0
CA,apr,2024,2024-04-30,california,7696,San Jose,395059,"San Jose, CA",msa,36,23.0,9.0,107.0,1503101.0,1300655.8362389398,2.43,0
MI,apr,2024,2024-04-30,michigan,1685,Traverse City,395163,"Traverse City, MI",msa,287,29.0,10.0,73.0,362959.0,471223.6182406985,2.43,0
CA,apr,2024,2024-04-30,california,7696,Vallejo,395183,"Vallejo, CA",msa,123,23.0,13.0,73.0,559595.0,536887.9183948799,2.43,0
VA,apr,2024,2024-04-30,virginia,2386,Virginia Beach,395194,"Virginia Beach, VA",msa,38,21.0,21.0,67.0,322321.0,476156.4403689096,2.43,0
WA,apr,2024,2024-04-30,washington,2993,Yakima,395240,"Yakima, WA",msa,193,30.0,15.0,66.0,332364.0,422837.2496626807,2.43,0
AZ,apr,2024,2024-04-30,arizona,5357,Yuma,395247,"Yuma, AZ",msa,225,29.0,24.0,51.0,274611.0,283149.0017630073,2.43,0
VA,may,2024,2024-05-31,virginia,3364,Blacksburg,394392,"Blacksburg, VA",msa,265,34.0,6.0,65.0,267834.0,444796.8007338178,2.30,0
OH,may,2024,2024-05-31,ohio,2845,Canton,394439,"Canton, OH",msa,137,30.0,5.0,85.0,165080.0,117184.3670840605,2.30,0
IL,may,2024,2024-05-31,illinois,1770,Chicago,394463,"Chicago, IL",msa,3,34.0,7.0,71.0,304967.0,309221.72713635175,2.30,0
IA,may,2024,2024-05-31,iowa,849,Des Moines,394531,"Des Moines, IA",msa,84,36.0,12.0,58.0,259602.0,201889.04620015423,2.30,0
NC,may,2024,2024-05-31,north carolina,8525,Durham,394549,"Durham, NC",msa,95,31.0,7.0,66.0,415874.0,459572.956631668,2.30,0
VA,may,2024,2024-05-31,virginia,3364,Harrisonburg,394668,"Harrisonburg, VA",msa,317,33.0,7.0,66.0,321838.0,293079.3318863043,2.30,0
MS,may,2024,2024-05-31,mississippi,697,Hattiesburg,394671,"Hattiesburg, MS",msa,255,34.0,19.0,37.0,209056.0,159992.8448126216,2.30,0
SC,may,2024,2024-05-31,south carolina,4521,Hilton Head Island,394681,"Hilton Head Island, SC",msa,216,35.0,25.0,43.0,539760.0,759769.1236740793,2.30,0
PA,may,2024,2024-05-31,pennsylvania,2467,Indiana,394704,"Indiana, PA",msa,436,40.0,14.0,79.0,129164.0,185821.8735617462,2.30,0
IA,may,2024,2024-05-31,iowa,849,Iowa City,394707,"Iowa City, IA",msa,252,36.0,26.0,54.0,257088.0,292350.23192938574,2.30,0
NY,may,2024,2024-05-31,new york,2771,Ithaca,394709,"Ithaca, NY",msa,376,62.0,8.0,87.0,327318.0,415957.07351602556,2.30,0
AR,may,2024,2024-05-31,arkansas,1052,Jonesboro,394728,"Jonesboro, AR",msa,323,31.0,27.0,39.0,191605.0,220230.61283423414,2.30,0
FL,may,2024,2024-05-31,florida,17110,Lakeland,394766,"Lakeland, FL",msa,82,32.0,32.0,48.0,300363.0,243194.52680781527,2.30,0
WI,may,2024,2024-05-31,wisconsin,2367,Madison,394816,"Madison, WI",msa,88,28.0,7.0,86.0,387101.0,396754.9615347404,2.30,0
MN,may,2024,2024-05-31,minnesota,2092,Minneapolis,394865,"Minneapolis, MN",msa,16,27.0,14.0,78.0,351291.0,319065.94852120226,2.30,0
CT,may,2024,2024-05-31,connecticut,406,New Haven,394908,"New Haven, CT",msa,68,38.0,7.0,81.0,335565.0,280160.6058452681,2.30,0
PA,may,2024,2024-05-31,pennsylvania,2467,Philadelphia,394974,"Philadelphia, PA",msa,7,34.0,8.0,66.0,328255.0,247350.5135241648,2.30,0
UT,may,2024,2024-05-31,utah,2081,Provo,395006,"Provo, UT",msa,92,27.0,14.0,63.0,502552.0,465855.0555475311,2.30,0
PA,may,2024,2024-05-31,pennsylvania,2467,Reading,395015,"Reading, PA",msa,128,32.0,6.0,72.0,241949.0,312704.5996017008,2.30,0
VT,may,2024,2024-05-31,vermont,296,Rutland,395044,"Rutland, VT",msa,533,50.0,12.0,46.0,279608.0,246589.88988420565,2.30,0
UT,may,2024,2024-05-31,utah,2081,Salt Lake City,395053,"Salt Lake City, UT",msa,48,26.0,9.0,66.0,522460.0,517831.89802779414,2.30,0
CA,may,2024,2024-05-31,california,10442,San Jose,395059,"San Jose, CA",msa,36,23.0,9.0,92.0,1532541.0,1315363.070812606,2.30,0
LA,may,2024,2024-05-31,louisiana,1286,Shreveport,395096,"Shreveport, LA",msa,141,32.0,21.0,44.0,203617.0,100727.58393219636,2.30,0
TX,may,2024,2024-05-31,texas,18401,Texarkana,395152,"Texarkana, TX",msa,299,29.0,28.0,20.0,195144.0,63907.53955460974,2.30,0
CT,may,2024,2024-05-31,connecticut,406,Torrington,395162,"Torrington, CT",msa,236,41.0,8.0,86.0,340242.0,286251.8846014139,2.30,0
NC,may,2024,2024-05-31,north carolina,8525,Washington,395208,"Washington, NC",msa,656,37.0,23.0,35.0,338040.0,272527.534312857,2.30,0
NC,may,2024,2024-05-31,north carolina,8525,Wilmington,395229,"Wilmington, NC",msa,174,32.0,14.0,50.0,414003.0,393524.0348254805,2.30,0
WA,may,2024,2024-05-31,washington,3276,Yakima,395240,"Yakima, WA",msa,193,31.0,13.0,61.0,331916.0,424782.8674552591,2.30,0
OH,jul,2024,2024-07-31,ohio,2456,Ashtabula,394340,"Ashtabula, OH",msa,404,34.0,14.0,63.0,164233.0,143971.314270262,2.11,0
MA,jul,2024,2024-07-31,massachusetts,1015,Boston,394404,"Boston, MA",msa,10,39.0,9.0,78.0,667911.0,769551.7016355116,2.11,0
CO,jul,2024,2024-07-31,colorado,2489,Boulder,394405,"Boulder, CO",msa,156,24.0,21.0,43.0,754034.0,1116183.415069958,2.11,0
IL,jul,2024,2024-07-31,illinois,1497,Chicago,394463,"Chicago, IL",msa,3,35.0,8.0,64.0,314982.0,305341.60946495505,2.11,0
OH,jul,2024,2024-07-31,ohio,2456,Cleveland,394475,"Cleveland, OH",msa,35,32.0,6.0,73.0,197513.0,97189.7114717168,2.11,0
MO,jul,2024,2024-07-31,missouri,1558,Columbia,394485,"Columbia, MO",msa,219,35.0,9.0,53.0,287026.0,289158.11666969664,2.11,0
IL,jul,2024,2024-07-31,illinois,1497,Danville,394516,"Danville, IL",msa,472,35.0,10.0,51.0,91456.0,62756.81237859675,2.11,0
NY,jul,2024,2024-07-31,new york,4144,Hudson,394693,"Hudson, NY",msa,528,48.0,37.0,46.0,484295.0,295229.1720838098,2.11,0
AL,jul,2024,2024-07-31,alabama,1456,Huntsville,394698,"Huntsville, AL",msa,114,31.0,18.0,47.0,290291.0,303630.14436423086,2.11,0
PA,jul,2024,2024-07-31,pennsylvania,2042,Lewistown,394789,"Lewistown, PA",msa,636,38.0,13.0,49.0,189983.0,184021.40666319014,2.11,0
KY,jul,2024,2024-07-31,kentucky,1227,Lexington,394792,"Lexington, KY",msa,110,33.0,7.0,53.0,297676.0,249082.60330534907,2.11,0
WA,jul,2024,2024-07-31,washington,3081,Longview,394804,"Longview, WA",msa,368,30.0,14.0,54.0,395445.0,375994.93569379643,2.11,0
UT,jul,2024,2024-07-31,utah,1779,Ogden,394931,"Ogden, UT",msa,87,28.0,15.0,59.0,459149.0,359792.11217379634,2.11,0
CA,jul,2024,2024-07-31,california,8518,Oxnard,394952,"Oxnard, CA",msa,71,28.0,13.0,62.0,843734.0,710115.6301457735,2.11,0
UT,jul,2024,2024-07-31,utah,1779,Salt Lake City,395053,"Salt Lake City, UT",msa,48,26.0,13.0,60.0,525930.0,517317.99544347357,2.11,0
